id_resposta;data_resposta;codigo_loja;loja;turno;canal_atendimento;genero;faixa_etaria;idade_declarada;frequencia_visita;itens_consumidos;valor_consumo;tempo_espera_min;tempo_permanencia_min;temperatura_bebida_C;temperatura_ambiente_C;nota_atendimento;nota_produto;nota_ambiente;nota_preco;nps;recomendaria;indice_satisfacao
PQ-2025-0591;17/04/2025;1;Boa Viagem;Tarde;Balcão;Feminino;35 a 44;40;Semanal;2;25,79;9,7;39;62,4;23,8;2;5;5;4;8;Sim;76,666667
PQ-2025-0592;24/04/2025;2;Casa Forte;Noite;Balcão;Masculino;60 ou mais;60;Mensal;1;29,35;7,0;74;67,1;25,0;5;5;5;3;9;Sim;88,333333
PQ-2025-0593;09/02/2025;1;Boa Viagem;Manhã;App;Feminino;18 a 24;20;Quinzenal;3;26,18;10,7;35;74,8;26,2;4;3;4;3;7;Sim;65,000000
PQ-2025-0594;16/05/2025;2;Casa Forte;Tarde;App;Masculino;35 a 44;40;Diária;3;22,42;6,1;57;74,5;21,5;3;4;3;3;7;Sim;60,833333
PQ-2025-0595;03/04/2025;2;Casa Forte;Noite;Delivery;Masculino;25 a 34;30;Semanal;3;28,82;5,8;52;72,7;23,6;4;5;4;4;6;Sim;74,166667
PQ-2025-0596;02/05/2025;3;Espinheiro;Manhã;App;Feminino;25 a 34;30;Semanal;3;18,72;5,0;33;74,0;23,9;5;4;3;5;9;Sim;84,166667
PQ-2025-0597;13/02/2025;1;Boa Viagem;Tarde;Balcão;Prefiro não informar;35 a 44;40;Mensal;3;34,11;6,8;51;62,7;22,9;4;4;5;4;8;Sim;80,833333
PQ-2025-0598;22/05/2025;1;Boa Viagem;Manhã;Balcão;Feminino;25 a 34;30;Semanal;1;31,60;11,4;28;70,6;21,0;4;4;2;3;9;Sim;67,500000
PQ-2025-0599;21/04/2025;1;Boa Viagem;Tarde;Balcão;Masculino;60 ou mais;;Semanal;2;11,51;17,5;7;75,0;25,6;3;4;5;4;6;Sim;70,000000
PQ-2025-0600;07/06/2025;2;Casa Forte;Manhã;Balcão;Masculino;45 a 59;50;Primeira vez;4;15,05;4,4;24;72,1;20,6;5;4;5;3;6;Sim;74,166667
PQ-2025-0601;13/01/2025;4;Recife Antigo;Manhã;Balcão;Feminino;25 a 34;30;Primeira vez;6;16,23;5,0;34;65,0;21,6;5;5;5;4;10;Sim;95,833333
PQ-2025-0602;25/04/2025;3;Espinheiro;Manhã;Balcão;Feminino;45 a 59;55;Semanal;2;23,33;5,0;15;63,0;25,2;4;4;4;5;8;Sim;80,833333
PQ-2025-0603;29/05/2025;3;Espinheiro;Tarde;App;Prefiro não informar;25 a 34;30;Diária;2;22,94;5,0;24;67,0;23,6;5;5;5;5;10;Sim;100,000000
PQ-2025-0604;11/02/2025;4;Recife Antigo;Tarde;Balcão;Feminino;45 a 59;45;Quinzenal;4;20,27;10,0;52;73,0;23,7;3;4;4;4;7;Sim;69,166667
PQ-2025-0605;18/03/2025;1;Boa Viagem;Manhã;Balcão;Masculino;18 a 24;23;Quinzenal;2;11,24;16,2;39;66,7;23,2;3;5;4;3;5;Não;62,500000
PQ-2025-0606;03/04/2025;3;Espinheiro;Manhã;Balcão;Masculino;45 a 59;45;Semanal;2;17,38;5,0;25;70,0;23,0;4;3;4;4;7;Sim;69,166667
PQ-2025-0607;21/03/2025;1;Boa Viagem;Noite;App;Masculino;18 a 24;20;Quinzenal;3;30,72;3,8;23;69,5;25,0;4;4;5;4;9;Sim;84,166667
PQ-2025-0608;16/04/2025;3;Espinheiro;Manhã;Balcão;Masculino;45 a 59;50;Mensal;2;14,73;5,0;20;69,0;21,0;4;4;5;4;10;Sim;87,500000
PQ-2025-0609;06/05/2025;1;Boa Viagem;Noite;Balcão;Masculino;25 a 34;30;Mensal;2;28,43;14,1;39;;22,2;3;5;4;3;8;Sim;72,500000
PQ-2025-0610;12/05/2025;1;Boa Viagem;Noite;Balcão;Feminino;35 a 44;40;Semanal;1;38,94;7,4;40;61,5;23,8;4;5;4;4;9;Sim;84,166667
PQ-2025-0611;19/03/2025;2;Casa Forte;Manhã;App;Masculino;25 a 34;30;Quinzenal;3;15,27;14,1;61;72,3;23,4;3;4;4;5;9;Sim;80,000000
PQ-2025-0612;25/04/2025;3;Espinheiro;Tarde;App;Outro;35 a 44;38;Semanal;3;17,43;10,0;18;61,0;24,4;4;5;4;5;9;Sim;88,333333
PQ-2025-0613;16/03/2025;2;Casa Forte;Noite;Balcão;Masculino;25 a 34;30;Mensal;2;29,00;2,1;46;;22,6;5;4;4;3;8;Sim;76,666667
PQ-2025-0614;12/04/2025;1;Boa Viagem;Noite;Balcão;Feminino;18 a 24;20;Mensal;5;34,87;15,7;37;72,5;22,4;3;3;4;3;5;Não;54,166667
PQ-2025-0615;27/04/2025;1;Boa Viagem;Manhã;Balcão;Feminino;45 a 59;50;Primeira vez;2;34,46;21,8;23;63,5;22,9;1;4;5;3;6;Sim;57,500000
PQ-2025-0616;24/06/2025;2;Casa Forte;Tarde;Balcão;Feminino;25 a 34;30;Primeira vez;4;23,86;15,0;44;71,1;24,8;4;4;3;4;8;Sim;72,500000
PQ-2025-0617;17/02/2025;4;Recife Antigo;Noite;App;Feminino;35 a 44;40;Primeira vez;4;19,38;5,0;14;61,0;24,1;5;3;5;4;9;Sim;84,166667
PQ-2025-0618;22/03/2025;1;Boa Viagem;Manhã;App;Masculino;35 a 44;40;Mensal;2;30,93;13,2;34;71,3;22,6;4;5;3;3;9;Sim;75,833333
PQ-2025-0619;17/02/2025;1;Boa Viagem;Manhã;Balcão;Feminino;60 ou mais;60;Semanal;1;32,23;6,5;51;77,1;23,5;5;4;3;3;7;Sim;69,166667
PQ-2025-0620;25/04/2025;1;Boa Viagem;Noite;App;Feminino;60 ou mais;60;Quinzenal;1;19,34;21,2;35;63,8;25,6;1;4;5;;4;Não;46,666667
PQ-2025-0621;14/01/2025;3;Espinheiro;Tarde;App;Feminino;25 a 34;30;Quinzenal;4;18,21;10,0;42;77,0;24,7;3;4;4;5;6;Sim;70,000000
PQ-2025-0622;24/04/2025;1;Boa Viagem;Tarde;Balcão;Masculino;35 a 44;35;Semanal;1;21,18;12,0;38;66,8;25,0;5;4;3;2;7;Sim;65,000000
PQ-2025-0623;24/05/2025;3;Espinheiro;Noite;App;Masculino;35 a 44;40;Semanal;4;21,85;5,0;35;68,0;24,5;5;5;5;4;9;Sim;92,500000
PQ-2025-0624;08/01/2025;4;Recife Antigo;Manhã;Delivery;Feminino;35 a 44;40;Primeira vez;1;18,75;15,0;20;71,0;23,3;3;4;5;3;8;Sim;72,500000
PQ-2025-0625;28/01/2025;1;Boa Viagem;Tarde;Delivery;Feminino;25 a 34;30;Primeira vez;3;24,46;13,7;17;76,3;22,7;1;5;4;3;6;Sim;57,500000
PQ-2025-0626;07/06/2025;3;Espinheiro;Manhã;Balcão;Feminino;18 a 24;20;Semanal;7;24,96;5,0;35;;24,5;4;5;2;4;9;Sim;75,833333
PQ-2025-0627;23/06/2025;1;Boa Viagem;Manhã;Balcão;Masculino;25 a 34;31;Primeira vez;1;23,19;18,6;39;65,7;24,8;1;4;4;;5;Não;50,000000
PQ-2025-0628;03/06/2025;1;Boa Viagem;Manhã;Delivery;Feminino;18 a 24;20;Quinzenal;1;28,83;5,1;30;72,8;22,8;3;4;4;3;8;Sim;68,333333
PQ-2025-0629;24/04/2025;3;Espinheiro;Manhã;Balcão;Feminino;25 a 34;33;Primeira vez;2;19,41;15,0;37;72,0;26,1;4;4;5;4;;Sim;87,500000
PQ-2025-0630;24/02/2025;4;Recife Antigo;Tarde;Delivery;Feminino;60 ou mais;65;Semanal;3;17,30;5,0;58;66,0;20,2;3;3;4;3;6;Não;57,500000
PQ-2025-0631;19/03/2025;1;Boa Viagem;Manhã;App;Feminino;35 a 44;40;Semanal;5;14,55;9,3;27;68,3;23,2;5;5;4;;6;Sim;70,000000
PQ-2025-0632;15/06/2025;4;Recife Antigo;Tarde;Balcão;Feminino;25 a 34;30;Primeira vez;4;19,21;10,0;58;72,0;23,4;4;5;4;4;7;Sim;77,500000
PQ-2025-0633;21/05/2025;3;Espinheiro;Noite;App;Feminino;35 a 44;35;Semanal;2;18,95;10,0;17;71,0;24,8;5;4;4;3;9;Sim;80,000000
PQ-2025-0634;19/03/2025;1;Boa Viagem;Manhã;App;Masculino;18 a 24;20;Mensal;5;36,71;22,3;39;68,7;23,5;1;3;4;3;5;Não;45,833333
PQ-2025-0635;02/06/2025;3;Espinheiro;Manhã;App;Feminino;45 a 59;55;Diária;1;15,44;5,0;35;77,0;23,9;3;5;4;4;7;Sim;73,333333
PQ-2025-0636;17/04/2025;1;Boa Viagem;Tarde;Delivery;Masculino;35 a 44;40;Quinzenal;3;24,38;10,4;17;70,2;23,0;4;3;5;;9;Sim;84,166667
PQ-2025-0637;22/01/2025;1;Boa Viagem;Tarde;Delivery;Outro;35 a 44;40;Quinzenal;2;31,35;7,3;15;68,8;26,2;4;5;4;4;9;Sim;84,166667
PQ-2025-0638;23/03/2025;1;Boa Viagem;Manhã;App;Masculino;45 a 59;52;Mensal;2;43,55;9,5;34;69,2;24,4;4;4;5;3;7;Sim;73,333333
PQ-2025-0639;02/06/2025;1;Boa Viagem;Manhã;Balcão;Feminino;60 ou mais;60;Diária;3;24,47;9,3;27;61,2;25,1;4;4;3;3;9;Sim;71,666667
PQ-2025-0640;07/05/2025;1;Boa Viagem;Noite;Delivery;Feminino;35 a 44;40;Mensal;2;29,88;6,8;35;69,9;24,1;4;4;3;3;4;Não;55,000000
